# x (au), dx (au), v (km/s), dv (km/s)
5.965181715305141807e+01 1.717160985045576016e+00 2.699863462130450031e+00 0.000000000000000000e+00
4.590484158279770099e+01 1.717160985045576016e+00 3.049863462301194872e+00 0.000000000000000000e+00
3.983827039340233966e+01 1.717160985045576016e+00 3.399863462471939712e+00 0.000000000000000000e+00
2.954504518991186046e+01 1.717160985045576016e+00 3.749863462642684553e+00 0.000000000000000000e+00
-7.981479047988138120e+01 1.717160985045576016e+00 -2.200136540193405210e+00 0.000000000000000000e+00
-6.228403386390906604e+01 1.717160985045576016e+00 -2.550136540330866008e+00 0.000000000000000000e+00
-5.185027934007089101e+01 1.717160985045576016e+00 -2.900136540501610849e+00 0.000000000000000000e+00
-4.154204103328448383e+01 1.717160985045576016e+00 -3.250136540672354801e+00 0.000000000000000000e+00
-3.687434235861532983e+01 1.717160985045576016e+00 -3.600136540843099642e+00 0.000000000000000000e+00
-2.971680201410629252e+01 1.717160985045576016e+00 -3.950136541013844038e+00 0.000000000000000000e+00
5.949999987002819779e+01 0.000000000000000000e+00 2.675374676207528779e+00 3.500000001707444935e-02
6.649999985473739628e+01 0.000000000000000000e+00 2.631538216545692421e+00 3.500000001707444935e-02
7.349999983944660187e+01 0.000000000000000000e+00 2.494673124337912995e+00 3.500000001707444935e-02
8.049999982415580746e+01 0.000000000000000000e+00 2.367834755025292282e+00 3.500000001707444935e-02
8.749999980886499884e+01 0.000000000000000000e+00 2.322484733515832289e+00 3.500000001707444935e-02
9.449999979357420443e+01 0.000000000000000000e+00 2.149688853031770819e+00 3.500000001707444935e-02
1.014999997782834100e+02 0.000000000000000000e+00 2.130434676740286193e+00 3.500000001707444935e-02
1.084999997629926014e+02 0.000000000000000000e+00 1.853033949848887474e+00 3.500000001707444935e-02
1.154999997477018070e+02 0.000000000000000000e+00 1.838147549840483563e+00 3.500000001707444935e-02
1.224999997324109984e+02 0.000000000000000000e+00 1.831037730386395168e+00 3.500000001707444935e-02
1.294999997171202040e+02 0.000000000000000000e+00 1.806671181916483349e+00 3.500000001707444935e-02
1.364999997018294096e+02 0.000000000000000000e+00 1.518126906827824918e+00 3.500000001707444935e-02
1.434999996865386152e+02 0.000000000000000000e+00 1.499774213164017489e+00 3.500000001707444935e-02
1.504999996712478207e+02 0.000000000000000000e+00 1.476514798257358763e+00 3.500000001707444935e-02
1.574999996559569979e+02 0.000000000000000000e+00 1.473078737844011776e+00 3.500000001707444935e-02
-8.049999982415580746e+01 0.000000000000000000e+00 -2.218037355620692708e+00 3.500000001707444935e-02
-8.749999980886499884e+01 0.000000000000000000e+00 -2.155912686385016208e+00 3.500000001707444935e-02
-9.449999979357420443e+01 0.000000000000000000e+00 -2.023202479694834466e+00 3.500000001707444935e-02
-1.014999997782834100e+02 0.000000000000000000e+00 -2.033358942214142040e+00 3.500000001707444935e-02
-1.084999997629926014e+02 0.000000000000000000e+00 -1.883423120353707070e+00 3.500000001707444935e-02
-1.154999997477018070e+02 0.000000000000000000e+00 -2.008963669144270270e+00 3.500000001707444935e-02
-1.224999997324109984e+02 0.000000000000000000e+00 -2.005129909612413108e+00 3.500000001707444935e-02
