# x (au), dx (au), v (km/s), dv (km/s)
1.021999997767543107e+02 6.380146395647719793e+00 2.349863461959705191e+00 0.000000000000000000e+00
9.169999979969051651e+01 2.942271957704620355e+00 2.699863462130450031e+00 0.000000000000000000e+00
6.964999984785654874e+01 2.645131353748103820e+00 3.049863462301194872e+00 0.000000000000000000e+00
5.879999987155728292e+01 2.176739553547465178e+00 3.399863462471939712e+00 0.000000000000000000e+00
3.709999991895876548e+01 4.587637120544373559e+00 3.749863462642684553e+00 0.000000000000000000e+00
3.009999993424955633e+01 1.553094468090471914e+01 4.099863462780144019e+00 0.000000000000000000e+00
-3.254999992889776195e+01 6.975995903880789939e+00 -3.950136541013844038e+00 0.000000000000000000e+00
1.014999997782834100e+02 0.000000000000000000e+00 2.349863461969567524e+00 7.243516951314246666e-02
1.084999997629926014e+02 0.000000000000000000e+00 2.244863461920193259e+00 8.902221641116231377e-02
1.154999997477018070e+02 0.000000000000000000e+00 2.174863461887277083e+00 5.507123074562182696e-02
1.224999997324109984e+02 0.000000000000000000e+00 2.139863461870818995e+00 5.046680392501798340e-02
1.294999997171202040e+02 0.000000000000000000e+00 2.069863461837902818e+00 7.439081989781044790e-02
1.364999997018294096e+02 0.000000000000000000e+00 1.894863461755612377e+00 5.870418448911157716e-02
1.434999996865386152e+02 0.000000000000000000e+00 1.824863461722696201e+00 5.257578766825871108e-02
1.504999996712478207e+02 0.000000000000000000e+00 1.719863461673321936e+00 6.560759104714103396e-02
1.574999996559569979e+02 0.000000000000000000e+00 1.719863461673321936e+00 6.891198907941055440e-02
1.644999996406662035e+02 0.000000000000000000e+00 1.614863461623947671e+00 9.810481706898645238e-02
1.714999996253754091e+02 0.000000000000000000e+00 1.439863461541658118e+00 1.910979048241337741e-01
1.784999996100845863e+02 0.000000000000000000e+00 1.404863461525200030e+00 2.640937580191456413e-01
1.854999995947938203e+02 0.000000000000000000e+00 1.439863461541658118e+00 1.658000203891949187e-01
-3.149999993119140385e+01 0.000000000000000000e+00 -3.950136540992887468e+00 1.901082109516550045e-01
-3.849999991590059523e+01 0.000000000000000000e+00 -3.810136540927055115e+00 1.298715005186060478e-01
-4.549999990060980082e+01 0.000000000000000000e+00 -3.670136540861222763e+00 1.117836120966213959e-01
-5.249999988531900641e+01 0.000000000000000000e+00 -3.320136540696641880e+00 7.677426559448306820e-02
-5.949999987002819779e+01 0.000000000000000000e+00 -3.215136540647267616e+00 6.189590147260485425e-02
-6.649999985473739628e+01 0.000000000000000000e+00 -3.075136540581435263e+00 5.454188753413460183e-02
-7.349999983944660187e+01 0.000000000000000000e+00 -2.970136540532060998e+00 5.720982427979894036e-02
-8.049999982415580746e+01 0.000000000000000000e+00 -2.795136540449770557e+00 5.909860762549475066e-02
-8.749999980886499884e+01 0.000000000000000000e+00 -2.585136540351022028e+00 6.966757622057510868e-02
-9.449999979357420443e+01 0.000000000000000000e+00 -2.480136540301647763e+00 7.555706132930656294e-02
-1.014999997782834100e+02 0.000000000000000000e+00 -2.480136540301647763e+00 8.873513817002126602e-02
-1.084999997629926014e+02 0.000000000000000000e+00 -2.445136540285189675e+00 8.524614461246161901e-02
-1.154999997477018070e+02 0.000000000000000000e+00 -2.305136540219357322e+00 8.756815013153299021e-02
-1.224999997324109984e+02 0.000000000000000000e+00 -2.200136540169983057e+00 8.644158792745396114e-02
-1.294999997171202040e+02 0.000000000000000000e+00 -2.130136540137066881e+00 8.022546130897442729e-02
-1.364999997018294096e+02 0.000000000000000000e+00 -2.060136540104150704e+00 1.242070896562446347e-01
